feature,anova_f_score
bert_emb_0229,21.146315210596423
bert_emb_0020,21.110057354948225
bert_emb_0202,21.02230317716164
bert_emb_0015,20.949666245134356
bert_emb_0128,20.898709891587508
bert_emb_0762,20.77126194590179
bert_emb_0561,20.758692346244363
bert_emb_0306,20.746271343075442
bert_emb_0098,20.71432614088107
bert_emb_0617,20.700905859593384
bert_emb_0418,20.508149964361923
bert_emb_0470,20.482962835865024
bert_emb_0734,20.470357993029783
bert_emb_0248,20.274932102221797
bert_emb_0119,20.274794668776327
bert_emb_0405,20.268340444630873
bert_emb_0745,20.266857641775545
bert_emb_0711,20.244800350505038
bert_emb_0534,20.215482727262618
bert_emb_0658,20.210045929245126
bert_emb_0040,20.110200800817815
bert_emb_0369,20.102455907774562
bert_emb_0614,20.091529574325396
bert_emb_0280,20.064884662359503
bert_emb_0069,19.984708176230292
bert_emb_0662,19.94148597489078
bert_emb_0552,19.884230803602378
bert_emb_0699,19.880495705326137
bert_emb_0340,19.853985597430786
bert_emb_0192,19.821714632074286
bert_emb_0093,19.78103318284229
bert_emb_0142,19.669965059587778
bert_emb_0094,19.6502835707368
bert_emb_0318,19.622042257797972
bert_emb_0053,19.59990109794547
bert_emb_0637,19.5688223282846
bert_emb_0181,19.548038482451172
bert_emb_0499,19.50393578833228
bert_emb_0263,19.430161376191858
bert_emb_0309,19.405477489689137
bert_emb_0523,19.351777138904023
bert_emb_0176,19.310665780487767
bert_emb_0002,19.2960401531173
bert_emb_0212,19.261594507285473
bert_emb_0616,19.243968603673096
bert_emb_0240,19.13418447334471
bert_emb_0107,19.050926004058987
bert_emb_0084,19.02716995347826
bert_emb_0488,18.97189985416589
bert_emb_0358,18.871260451295015
bert_emb_0070,18.791642083171258
bert_emb_0609,18.776497051709462
bert_emb_0044,18.751507590259102
bert_emb_0238,18.74767818411224
bert_emb_0325,18.722413624465794
bert_emb_0247,18.69112393078396
bert_emb_0700,18.66907999088013
bert_emb_0328,18.623392677694262
bert_emb_0456,18.609176784717075
bert_emb_0262,18.597935101607487
bert_emb_0723,18.519801332670436
bert_emb_0346,18.512823231401985
bert_emb_0428,18.448542967203824
bert_emb_0506,18.407633141497648
bert_emb_0271,18.3542999297357
bert_emb_0490,18.34210831797745
bert_emb_0580,18.286786441678355
bert_emb_0048,18.27856632607351
bert_emb_0672,18.24137073550329
bert_emb_0651,18.222433694161868
bert_emb_0359,18.207266154541255
bert_emb_0640,18.20278104552854
bert_emb_0370,18.19693268427383
bert_emb_0641,18.178501303837713
bert_emb_0028,18.131403449902393
bert_emb_0642,18.113936754459573
bert_emb_0146,18.106226394340567
bert_emb_0698,18.092313388501996
bert_emb_0591,18.02873450502184
bert_emb_0594,18.01124122739291
bert_emb_0738,17.922254652767844
bert_emb_0518,17.866375559797554
bert_emb_0116,17.839041026388436
bert_emb_0243,17.834744449193334
bert_emb_0593,17.827550285151275
bert_emb_0440,17.82399574055913
bert_emb_0208,17.725858173557114
bert_emb_0500,17.66719070855755
bert_emb_0666,17.61092875104783
bert_emb_0531,17.60984551234273
bert_emb_0489,17.594066126989045
bert_emb_0049,17.455596844217613
bert_emb_0233,17.378109191704787
bert_emb_0019,17.347016103721405
bert_emb_0193,17.319503270519448
bert_emb_0121,17.312825788213665
bert_emb_0095,17.29457566797338
bert_emb_0294,17.28025040673945
bert_emb_0717,17.209611915899472
bert_emb_0197,17.13062298190711
bert_emb_0602,17.12087953940526
bert_emb_0058,17.06698552494601
bert_emb_0141,17.028035765975993
bert_emb_0252,17.014197470979386
bert_emb_0285,16.990918571108605
bert_emb_0162,16.969731801012465
bert_emb_0748,16.87726044271031
bert_emb_0041,16.757704116336996
bert_emb_0345,16.677835538659448
bert_emb_0336,16.674977540600356
bert_emb_0339,16.63045479067031
bert_emb_0437,16.628444996988414
bert_emb_0558,16.611301862966002
bert_emb_0549,16.58436896548814
bert_emb_0719,16.564531360583892
bert_emb_0089,16.43775813384473
bert_emb_0100,16.42280088295929
bert_emb_0749,16.417873864650208
bert_emb_0222,16.35942998669227
bert_emb_0191,16.334958370848735
bert_emb_0127,16.328394409507947
bert_emb_0087,16.32450731107319
bert_emb_0649,16.324230129457284
bert_emb_0559,16.299789026772576
bert_emb_0255,16.295584362526498
bert_emb_0356,16.11993539198495
bert_emb_0478,16.06162144205597
bert_emb_0111,16.028617295432298
bert_emb_0390,16.01733392984177
bert_emb_0132,16.006460488520624
bert_emb_0587,15.953511777033196
bert_emb_0307,15.905000191360267
bert_emb_0529,15.860567640399227
bert_emb_0211,15.856801499980953
bert_emb_0101,15.755927566629502
bert_emb_0204,15.721999949944669
bert_emb_0414,15.700739551844508
bert_emb_0344,15.645701941434352
bert_emb_0129,15.603482839740924
bert_emb_0718,15.590380508405323
bert_emb_0438,15.523947428283117
bert_emb_0676,15.517943050257198
bert_emb_0281,15.499776406377599
bert_emb_0524,15.458895857668454
bert_emb_0066,15.436634416817848
bert_emb_0586,15.411602070705783
bert_emb_0517,15.403439699928104
bert_emb_0037,15.366530592891134
bert_emb_0623,15.310257929608456
bert_emb_0554,15.272375944612564
bert_emb_0627,15.269530584515172
bert_emb_0423,15.241714345106418
